recall,precision
1.0,0.16583747927031509
1.0,0.16611295681063123
1.0,0.16638935108153077
1.0,0.16666666666666666
1.0,0.1669449081803005
1.0,0.16722408026755853
1.0,0.16750418760469013
1.0,0.16778523489932887
1.0,0.16806722689075632
1.0,0.16835016835016836
1.0,0.16863406408094436
1.0,0.16891891891891891
1.0,0.1692047377326565
1.0,0.1694915254237288
1.0,0.1697792869269949
1.0,0.17006802721088435
1.0,0.17035775127768313
1.0,0.17064846416382254
1.0,0.17094017094017094
1.0,0.17123287671232876
1.0,0.17152658662092624
1.0,0.1718213058419244
1.0,0.1721170395869191
1.0,0.1724137931034483
1.0,0.17271157167530224
1.0,0.17301038062283736
1.0,0.1733102253032929
1.0,0.1736111111111111
1.0,0.17391304347826086
1.0,0.17421602787456447
1.0,0.17452006980802792
1.0,0.17482517482517482
1.0,0.17513134851138354
1.0,0.17543859649122806
1.0,0.1757469244288225
1.0,0.176056338028169
1.0,0.1763668430335097
1.0,0.17667844522968199
1.0,0.17699115044247787
1.0,0.1773049645390071
1.0,0.17761989342806395
1.0,0.17793594306049823
1.0,0.17825311942959002
1.0,0.17857142857142858
1.0,0.17889087656529518
1.0,0.17921146953405018
1.0,0.17953321364452424
1.0,0.17985611510791366
1.0,0.18018018018018017
1.0,0.18050541516245489
1.0,0.18083182640144665
1.0,0.18115942028985507
1.0,0.18148820326678766
1.0,0.18181818181818182
1.0,0.18214936247723132
1.0,0.18248175182481752
1.0,0.18281535648994515
1.0,0.18315018315018314
1.0,0.1834862385321101
1.0,0.18382352941176472
1.0,0.1841620626151013
1.0,0.18450184501845018
1.0,0.18484288354898337
1.0,0.18518518518518517
1.0,0.18552875695732837
1.0,0.18587360594795538
1.0,0.186219739292365
1.0,0.1865671641791045
1.0,0.18691588785046728
1.0,0.18726591760299627
1.0,0.18761726078799248
1.0,0.18796992481203006
1.0,0.18832391713747645
1.0,0.18867924528301888
1.0,0.1890359168241966
1.0,0.1893939393939394
1.0,0.18975332068311196
1.0,0.19011406844106463
1.0,0.19047619047619047
1.0,0.19083969465648856
1.0,0.19120458891013384
1.0,0.19157088122605365
1.0,0.19193857965451055
1.0,0.19230769230769232
1.0,0.1926782273603083
1.0,0.19305019305019305
1.0,0.19342359767891681
1.0,0.1937984496124031
1.0,0.1941747572815534
1.0,0.19455252918287938
1.0,0.1949317738791423
1.0,0.1953125
1.0,0.19569471624266144
1.0,0.19607843137254902
1.0,0.19646365422396855
1.0,0.1968503937007874
1.0,0.19723865877712032
1.0,0.1976284584980237
1.0,0.19801980198019803
1.0,0.1984126984126984
1.0,0.1988071570576541
1.0,0.199203187250996
1.0,0.1996007984031936
1.0,0.2
1.0,0.20040080160320642
1.0,0.20080321285140562
1.0,0.2012072434607646
1.0,0.20161290322580644
1.0,0.20202020202020202
1.0,0.20242914979757085
1.0,0.2028397565922921
1.0,0.2032520325203252
1.0,0.20366598778004075
1.0,0.20408163265306123
1.0,0.20449897750511248
1.0,0.20491803278688525
1.0,0.2053388090349076
1.0,0.205761316872428
1.0,0.20618556701030927
1.0,0.2066115702479339
1.0,0.2070393374741201
1.0,0.2074688796680498
1.0,0.2079002079002079
1.0,0.20833333333333334
1.0,0.20876826722338204
1.0,0.20920502092050208
1.0,0.20964360587002095
1.0,0.21008403361344538
1.0,0.21052631578947367
1.0,0.2109704641350211
1.0,0.21141649048625794
1.0,0.211864406779661
1.0,0.21231422505307856
1.0,0.2127659574468085
1.0,0.21321961620469082
1.0,0.21367521367521367
1.0,0.21413276231263384
1.0,0.2145922746781116
1.0,0.21505376344086022
1.0,0.21551724137931033
1.0,0.2159827213822894
1.0,0.21645021645021645
1.0,0.21691973969631237
1.0,0.2178649237472767
1.0,0.2183406113537118
1.0,0.2188183807439825
1.0,0.21929824561403508
1.0,0.22026431718061673
1.0,0.22075055187637968
1.0,0.22123893805309736
1.0,0.22172949002217296
